,,,,Biblio info,,,,Selectivity info,,,,,,,,,,,,,Odds ratio,,Log odds ratio,,Raw numbers,,,,Percent Extinction,,Extinction Rate,,,,Chi Square,,,,,,,GLM,,,,,,Mean Species Duration/Longevity,,,,Additional Stats,,,,,
number,study ID,effect #,coder,Full citation,In-text Citation,Year,Type,Phylum,Bivalve/ Gastropod,Taxon,Tax level,Aggregate Trait,Author's Trait,Trait category,Start stage,End stage,Aggregate Age/ Event,Age/ Event,Location,Data source,Odds Ratio,Var Odds Ratio,Log odds ratio,Var Lnor,# Ext,# Surv,Total # Ext,Total # Surv,N,%,per-capita extinction,N,Total per-capita extinction,notes,x-square,n,df,p (sur/extinct),% group a extinct,% group b extinct,p (before/after),coefficient,d.f.,p,Note,,Test type,Trait Type Species Total ,Mean Duration (my),p,z,Parametric/Non,Test,n,p,test stat,df
,Crampton 2010 BIS,2,EO,"Crampton, J., Cooper, R., Beu, A., Foote, M., and Marshall, B., 2010, Biotic influences on species duration: interactions between traits in marine molluscs: Paleobiology, v. 36, p. 204-223.",Crampton et al. 2010,2010,PR,Mollusca,Gastropod,gastropod,species,Geographic Range,"Cumulative Range, Maximum Great Circle Distance ",Broad,Tortonian,Tortonian,,,,,,,,,11,26,23,50,,,,,,
,Crampton 2010 BIS,1,EO,"Crampton, J., Cooper, R., Beu, A., Foote, M., and Marshall, B., 2010, Biotic influences on species duration: interactions between traits in marine molluscs: Paleobiology, v. 36, p. 204-223.",Crampton et al. 2010,2010,PR,Mollusca,Gastropod,gastropod,species,Geographic Range,"Cumulative Range, Maximum Great Circle Distance ",Narrow,Messinian,Messinian,,,,,,,,,29,10,42,26,,,,,,
,Crampton 2010 BIS,2,EO,"Crampton, J., Cooper, R., Beu, A., Foote, M., and Marshall, B., 2010, Biotic influences on species duration: interactions between traits in marine molluscs: Paleobiology, v. 36, p. 204-223.",Crampton et al. 2010,2010,PR,Mollusca,Gastropod,gastropod,species,Geographic Range,"Cumulative Range, Maximum Great Circle Distance ",Broad,Messinian,Messinian,,,,,,,,,13,16,42,26,,,,,,
,Crampton 2010 BIS,1,EO,"Crampton, J., Cooper, R., Beu, A., Foote, M., and Marshall, B., 2010, Biotic influences on species duration: interactions between traits in marine molluscs: Paleobiology, v. 36, p. 204-223.",Crampton et al. 2010,2010,PR,Mollusca,Gastropod,gastropod,species,Geographic Range,"Cumulative Range, Maximum Great Circle Distance ",Narrow,Zanclean,Zanclean,,,,,,,,,27,21,43,34,,,,,,
,Crampton 2010 BIS,2,EO,"Crampton, J., Cooper, R., Beu, A., Foote, M., and Marshall, B., 2010, Biotic influences on species duration: interactions between traits in marine molluscs: Paleobiology, v. 36, p. 204-223.",Crampton et al. 2010,2010,PR,Mollusca,Gastropod,gastropod,species,Geographic Range,"Cumulative Range, Maximum Great Circle Distance ",Broad,Zanclean,Zanclean,,,,,,,,,16,13,43,34,,,,,,
,Harnik 2011 DIE,1,EO,"Harnik, Paul G., 2011, Direct and indirect effects of biological factors on extinction risk in fossil bivalves: PNAS.",Harnik 2011,2011,PR,Mollusca,Bivalve,bivalve,species,Geographic Range,"Cumulative Range, Maximum Great Circle Distance ",Narrow,Danian,Danian,P1,P1,estern U.S.,Pbdb; museum collections,,,,,10,2,13,5,,,,,,oligocene data excluded as not sure when LO was
,Harnik 2011 DIE,2,EO,"Harnik, Paul G., 2011, Direct and indirect effects of biological factors on extinction risk in fossil bivalves: PNAS.",Harnik 2011,2011,PR,Mollusca,Bivalve,bivalve,species,Geographic Range,"Cumulative Range, Maximum Great Circle Distance ",Broad,Danian,Danian,P1,P1,estern U.S.,Pbdb; museum collections,,,,,3,3,13,5,,,,,,oligocene data excluded as not sure when LO was
,Harnik 2011 DIE,1,EO,"Harnik, Paul G., 2011, Direct and indirect effects of biological factors on extinction risk in fossil bivalves: PNAS.",Harnik 2011,2011,PR,Mollusca,Bivalve,bivalve,species,Geographic Range,"Cumulative Range, Maximum Great Circle Distance ",Narrow,Selandian,Selandian,P2,P2,estern U.S.,Pbdb; museum collections,,,,,3,0,9,0,,,,,,oligocene data excluded as not sure when LO was
,Harnik 2011 DIE,2,EO,"Harnik, Paul G., 2011, Direct and indirect effects of biological factors on extinction risk in fossil bivalves: PNAS.",Harnik 2011,2011,PR,Mollusca,Bivalve,bivalve,species,Geographic Range,"Cumulative Range, Maximum Great Circle Distance ",Broad,Selandian,Selandian,P2,P2,estern U.S.,Pbdb; museum collections,,,,,6,0,9,0,,,,,,oligocene data excluded as not sure when LO was
,Harnik 2011 DIE,1,EO,"Harnik, Paul G., 2011, Direct and indirect effects of biological factors on extinction risk in fossil bivalves: PNAS.",Harnik 2011,2011,PR,Mollusca,Bivalve,bivalve,species,Geographic Range,"Cumulative Range, Maximum Great Circle Distance ",Narrow,Thanetian,Thanetian,P3/P4,P3/P4,estern U.S.,Pbdb; museum collections,,,,,2,2,3,7,,,,,,oligocene data excluded as not sure when LO was
,Harnik 2011 DIE,2,EO,"Harnik, Paul G., 2011, Direct and indirect effects of biological factors on extinction risk in fossil bivalves: PNAS.",Harnik 2011,2011,PR,Mollusca,Bivalve,bivalve,species,Geographic Range,"Cumulative Range, Maximum Great Circle Distance ",Broad,Thanetian,Thanetian,P3/P4,P3/P4,estern U.S.,Pbdb; museum collections,,,,,1,5,3,7,,,,,,oligocene data excluded as not sure when LO was
,Harnik 2011 DIE,1,EO,"Harnik, Paul G., 2011, Direct and indirect effects of biological factors on extinction risk in fossil bivalves: PNAS.",Harnik 2011,2011,PR,Mollusca,Bivalve,bivalve,species,Geographic Range,"Cumulative Range, Maximum Great Circle Distance ",Narrow,Ypresian,Ypresian,E1/E2,E1/E2,estern U.S.,Pbdb; museum collections,,,,,19,4,28,7,,,,,,oligocene data excluded as not sure when LO was
,Harnik 2011 DIE,2,EO,"Harnik, Paul G., 2011, Direct and indirect effects of biological factors on extinction risk in fossil bivalves: PNAS.",Harnik 2011,2011,PR,Mollusca,Bivalve,bivalve,species,Geographic Range,"Cumulative Range, Maximum Great Circle Distance ",Broad,Ypresian,Ypresian,E1/E2,E1/E2,estern U.S.,Pbdb; museum collections,,,,,9,3,28,7,,,,,,oligocene data excluded as not sure when LO was,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Harnik 2011 DIE,1,EO,"Harnik, Paul G., 2011, Direct and indirect effects of biological factors on extinction risk in fossil bivalves: PNAS.",Harnik 2011,2011,PR,Mollusca,Bivalve,bivalve,species,Geographic Range,"Cumulative Range, Maximum Great Circle Distance ",Narrow,Lutetian,Lutetian,E3/E4/E5/E6,E3/E4/E5/E6,estern U.S.,Pbdb; museum collections,,,,,19,5,32,13,,,,,,oligocene data excluded as not sure when LO was,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Harnik 2011 DIE,2,EO,"Harnik, Paul G., 2011, Direct and indirect effects of biological factors on extinction risk in fossil bivalves: PNAS.",Harnik 2011,2011,PR,Mollusca,Bivalve,bivalve,species,Geographic Range,"Cumulative Range, Maximum Great Circle Distance ",Broad,Lutetian,Lutetian,E3/E4/E5/E6,E3/E4/E5/E6,estern U.S.,Pbdb; museum collections,,,,,13,8,32,13,,,,,,oligocene data excluded as not sure when LO was,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Harnik 2011 DIE,1,EO,"Harnik, Paul G., 2011, Direct and indirect effects of biological factors on extinction risk in fossil bivalves: PNAS.",Harnik 2011,2011,PR,Mollusca,Bivalve,bivalve,species,Geographic Range,"Cumulative Range, Maximum Great Circle Distance ",Narrow,Bartonian,Bartonian,E7/E8,E7/E8,estern U.S.,Pbdb; museum collections,,,,,19,2,35,9,,,,,,oligocene data excluded as not sure when LO was,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Harnik 2011 DIE,2,EO,"Harnik, Paul G., 2011, Direct and indirect effects of biological factors on extinction risk in fossil bivalves: PNAS.",Harnik 2011,2011,PR,Mollusca,Bivalve,bivalve,species,Geographic Range,"Cumulative Range, Maximum Great Circle Distance ",Broad,Bartonian,Bartonian,E7/E8,E7/E8,estern U.S.,Pbdb; museum collections,,,,,16,7,35,9,,,,,,oligocene data excluded as not sure when LO was,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Harnik 2011 DIE,1,EO,"Harnik, Paul G., 2011, Direct and indirect effects of biological factors on extinction risk in fossil bivalves: PNAS.",Harnik 2011,2011,PR,Mollusca,Bivalve,bivalve,species,Geographic Range,"Cumulative Range, Maximum Great Circle Distance ",Narrow,Priabonian,Priabonian,E9,E9,estern U.S.,Pbdb; museum collections,,,,,5,1,14,5,,,,,,oligocene data excluded as not sure when LO was,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Harnik 2011 DIE,2,EO,"Harnik, Paul G., 2011, Direct and indirect effects of biological factors on extinction risk in fossil bivalves: PNAS.",Harnik 2011,2011,PR,Mollusca,Bivalve,bivalve,species,Geographic Range,"Cumulative Range, Maximum Great Circle Distance ",Broad,Priabonian,Priabonian,E9,E9,estern U.S.,Pbdb; museum collections,,,,,9,4,14,5,,,,,,oligocene data excluded as not sure when LO was,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jablonski 1986 BMS,1,EO,"Jablonski, D., 1986, Larval ecology and macroevolution in marine invertebrates: Bulletin of Marine Science, v. 39, p. 565-587.",Jablonski 1986,1986,PR,Mollusca,Bivalve,bivalve,species,Geographic Range,Geographic Range,Narrow,Cenomanian,Maastrichtian,Late Cretaceous NOT K/T,Late Cretaceous NOT K/T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,2.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jablonski 1986 BMS,2,EO,"Jablonski, D., 1986, Larval ecology and macroevolution in marine invertebrates: Bulletin of Marine Science, v. 39, p. 565-587.",Jablonski 1986,1986,PR,Mollusca,Bivalve,bivalve,species,Geographic Range,Geographic Range,Broad,Cenomanian,Maastrichtian,Late Cretaceous NOT K/T,Late Cretaceous NOT K/T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66,5.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jablonski 2005,1,EO,"Jablonski, David, 2005, Mass extinctions and macroevolution: Paleontological Society, v. 31, p. 192-210.",Jablonski 2005,2005,PR,Mollusca,Gastropod,gastropod,Genera,Geographic Range,269,Narrow,Maastrichtian,Maastrichtian,K/T,K/T,Gulf and Atlantic Coastal Plain,Jablonski global database,K/T,,,,63,35,74,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jablonski 2005,3,EO,"Jablonski, David, 2005, Mass extinctions and macroevolution: Paleontological Society, v. 31, p. 192-210.",Jablonski 2005,2005,PR,Mollusca,Gastropod,gastropod,Genera,Geographic Range,1389,Broad,Maastrichtian,Maastrichtian,K/T,K/T,Gulf and Atlantic Coastal Plain,Jablonski global database,K/T,,,,11,9,74,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jablonski1986BME,1,EO,"Jablonski, David. 1986. Background and mass extinctions: the alternation of macroevolutionary events. Science 231: 129-133.",Jablonski 1986,1986,PR,Mollusca,Bivalve,bivalve,genera,Geographic Range,Endemic,Narrow,Maastrichtian,Maastrichtian,K/T,K/T,global,Jablonski global database,,,,,21,2,63,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jablonski1986BME,2,EO,"Jablonski, David. 1986. Background and mass extinctions: the alternation of macroevolutionary events. Science 231: 129-133.",Jablonski 1986,1986,PR,Mollusca,Bivalve,bivalve,genera,Geographic Range,>500 km,Broad,Maastrichtian,Maastrichtian,K/T,K/T,global,Jablonski global database,,,,,42,51,63,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jablonski1986BME,1,EO,"Jablonski, David. 1986. Background and mass extinctions: the alternation of macroevolutionary events. Science 231: 129-133.",Jablonski 1986,1986,PR,Mollusca,Gastropod,gastropod,genera,Geographic Range,Endemic,Narrow,Maastrichtian,Maastrichtian,K/T,K/T,global,Jablonski global database,,,              ,,46,7,95,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jablonski1986BME,2,EO,"Jablonski, David. 1986. Background and mass extinctions: the alternation of macroevolutionary events. Science 231: 129-133.",Jablonski 1986,1986,PR,Mollusca,Gastropod,gastropod,genera,Geographic Range,> 500 km,Broad,Maastrichtian,Maastrichtian,K/T,K/T,global,Jablonski global database,,       ,,,49,54,95,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Kiessling 2007JoBiogeo,1,EO,"Kiessling, Aberhan and Aberhan, Martin, 2007, Geographical distribution and extinction risk: lessons from Triassic-Jurassic marine benthic organisms: Journal of Biogeogrpahy, v. 34, p. 1473-1489.",Kiessling and Aberhan 2007,2007,PR,Mollusca,Bivalve,bivalve,genera,Geographic Range,Narrow-Distributed,Narrow,Anisian,Anisian,,,global,PBDB,,,,,,,,,26,,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1017
,Kiessling 2007JoBiogeo,2,EO,"Kiessling, Aberhan and Aberhan, Martin, 2007, Geographical distribution and extinction risk: lessons from Triassic-Jurassic marine benthic organisms: Journal of Biogeogrpahy, v. 34, p. 1473-1489.",Kiessling and Aberhan 2007,2007,PR,Mollusca,Bivalve,bivalve,genera,Geographic Range,Wide-spread,Broad,Anisian,Anisian,,,global,PBDB,,,,,,,,,37,,0.11,,,graphclick for extinction rate data; cut-offs are different; broad > 3500 km,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0165
,Kiessling 2007JoBiogeo,1,EO,"Kiessling, Aberhan and Aberhan, Martin, 2007, Geographical distribution and extinction risk: lessons from Triassic-Jurassic marine benthic organisms: Journal of Biogeogrpahy, v. 34, p. 1473-1489.",Kiessling and Aberhan 2007,2007,PR,Mollusca,Bivalve,bivalve,genera,Geographic Range,Narrow-Distributed,Narrow,Ladinian,Ladinian,,,,,,,,,,,,,27,,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Kiessling 2007JoBiogeo,2,EO,"Kiessling, Aberhan and Aberhan, Martin, 2007, Geographical distribution and extinction risk: lessons from Triassic-Jurassic marine benthic organisms: Journal of Biogeogrpahy, v. 34, p. 1473-1489.",Kiessling and Aberhan 2007,2007,PR,Mollusca,Bivalve,bivalve,genera,Geographic Range,Wide-spread,Broad,Ladinian,Ladinian,,,global,PBDB,,,,,,,,,25,,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1379
,Kiessling 2007JoBiogeo,1,EO,"Kiessling, Aberhan and Aberhan, Martin, 2007, Geographical distribution and extinction risk: lessons from Triassic-Jurassic marine benthic organisms: Journal of Biogeogrpahy, v. 34, p. 1473-1489.",Kiessling and Aberhan 2007,2007,PR,Mollusca,Bivalve,bivalve,genera,Geographic Range,Narrow-Distributed,Narrow,Carnian,Carnian,,,global,PBDB,,,,,,,,,40,,0.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2381
,Kiessling 2007JoBiogeo,2,EO,"Kiessling, Aberhan and Aberhan, Martin, 2007, Geographical distribution and extinction risk: lessons from Triassic-Jurassic marine benthic organisms: Journal of Biogeogrpahy, v. 34, p. 1473-1489.",Kiessling and Aberhan 2007,2007,PR,Mollusca,Bivalve,bivalve,genera,Geographic Range,Wide-spread,Broad,Carnian,Carnian,,,global,PBDB,,,,,,,,,53,,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0646
,Kiessling 2007JoBiogeo,1,EO,"Kiessling, Aberhan and Aberhan, Martin, 2007, Geographical distribution and extinction risk: lessons from Triassic-Jurassic marine benthic organisms: Journal of Biogeogrpahy, v. 34, p. 1473-1489.",Kiessling and Aberhan 2007,2007,PR,Mollusca,Bivalve,bivalve,genera,Geographic Range,Narrow-Distributed,Narrow,Norian,Norian,,,global,PBDB,,,,,,,,,61,,0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2438
,Kiessling 2007JoBiogeo,2,EO,"Kiessling, Aberhan and Aberhan, Martin, 2007, Geographical distribution and extinction risk: lessons from Triassic-Jurassic marine benthic organisms: Journal of Biogeogrpahy, v. 34, p. 1473-1489.",Kiessling and Aberhan 2007,2007,PR,Mollusca,Bivalve,bivalve,genera,Geographic Range,Wide-spread,Broad,Norian,Norian,,,global,PBDB,,,,,,,,,42,,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1099
,Kiessling 2007JoBiogeo,1,EO,"Kiessling, Aberhan and Aberhan, Martin, 2007, Geographical distribution and extinction risk: lessons from Triassic-Jurassic marine benthic organisms: Journal of Biogeogrpahy, v. 34, p. 1473-1489.",Kiessling and Aberhan 2007,2007,PR,Mollusca,Bivalve,bivalve,genera,Geographic Range,Narrow-Distributed,Narrow,Rhaetian,Rhaetian,,,global,PBDB,,,,,,,,,44,,0.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4657
,Kiessling 2007JoBiogeo,2,EO,"Kiessling, Aberhan and Aberhan, Martin, 2007, Geographical distribution and extinction risk: lessons from Triassic-Jurassic marine benthic organisms: Journal of Biogeogrpahy, v. 34, p. 1473-1489.",Kiessling and Aberhan 2007,2007,PR,Mollusca,Bivalve,bivalve,genera,Geographic Range,Wide-spread,Broad,Rhaetian,Rhaetian,,,global,PBDB,,,,,,,,,43,,0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3349
,Kiessling 2007JoBiogeo,1,EO,"Kiessling, Aberhan and Aberhan, Martin, 2007, Geographical distribution and extinction risk: lessons from Triassic-Jurassic marine benthic organisms: Journal of Biogeogrpahy, v. 34, p. 1473-1489.",Kiessling and Aberhan 2007,2007,PR,Mollusca,Bivalve,bivalve,genera,Geographic Range,Narrow-Distributed,Narrow,Hettangian,Hettangian,,,global,PBDB,,,,,,,,,49,,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
,Kiessling 2007JoBiogeo,2,EO,"Kiessling, Aberhan and Aberhan, Martin, 2007, Geographical distribution and extinction risk: lessons from Triassic-Jurassic marine benthic organisms: Journal of Biogeogrpahy, v. 34, p. 1473-1489.",Kiessling and Aberhan 2007,2007,PR,Mollusca,Bivalve,bivalve,genera,Geographic Range,Wide-spread,Broad,Hettangian,Hettangian,,,global,PBDB,,,,,,,,,48,,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0426
,Kiessling 2007JoBiogeo,1,EO,"Kiessling, Aberhan and Aberhan, Martin, 2007, Geographical distribution and extinction risk: lessons from Triassic-Jurassic marine benthic organisms: Journal of Biogeogrpahy, v. 34, p. 1473-1489.",Kiessling and Aberhan 2007,2007,PR,Mollusca,Bivalve,bivalve,genera,Geographic Range,Narrow-Distributed,Narrow,Sinemurian,Sinemurian,,,,,,,,,,,,,39,,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Kiessling 2007JoBiogeo,2,EO,"Kiessling, Aberhan and Aberhan, Martin, 2007, Geographical distribution and extinction risk: lessons from Triassic-Jurassic marine benthic organisms: Journal of Biogeogrpahy, v. 34, p. 1473-1489.",Kiessling and Aberhan 2007,2007,PR,Mollusca,Bivalve,bivalve,genera,Geographic Range,Wide-spread,Broad,Sinemurian,Sinemurian,,,global,PBDB,,,,,,,,,53,,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0151
,Kiessling 2007JoBiogeo,1,EO,"Kiessling, Aberhan and Aberhan, Martin, 2007, Geographical distribution and extinction risk: lessons from Triassic-Jurassic marine benthic organisms: Journal of Biogeogrpahy, v. 34, p. 1473-1489.",Kiessling and Aberhan 2007,2007,PR,Mollusca,Bivalve,bivalve,genera,Geographic Range,Narrow-Distributed,Narrow,Pliensbachian,Pliensbachian,,,global,PBDB,,,,,,,,,58,,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1092
,Kiessling 2007JoBiogeo,2,EO,"Kiessling, Aberhan and Aberhan, Martin, 2007, Geographical distribution and extinction risk: lessons from Triassic-Jurassic marine benthic organisms: Journal of Biogeogrpahy, v. 34, p. 1473-1489.",Kiessling and Aberhan 2007,2007,PR,Mollusca,Bivalve,bivalve,genera,Geographic Range,Wide-spread,Broad,Pliensbachian,Pliensbachian,,,global,PBDB,,,,,,,,,55,,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0695
,Kiessling 2007JoBiogeo,1,EO,"Kiessling, Aberhan and Aberhan, Martin, 2007, Geographical distribution and extinction risk: lessons from Triassic-Jurassic marine benthic organisms: Journal of Biogeogrpahy, v. 34, p. 1473-1489.",Kiessling and Aberhan 2007,2007,PR,Mollusca,Bivalve,bivalve,genera,Geographic Range,Narrow-Distributed,Narrow,Toarcian,Toarcian,,,global,PBDB,,,,,,,,,67,,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1242
