,,,,"Biblio info",,,,"Selectivity info",,,,,,,,,,,,,"Odds ratio",,"Log odds ratio",,"Raw numbers",,,,"Percent Extinction",,,"Multivariate Logistic Regression",,,,"Proportions",,,"Nonparametric Tests",,,,,,,,,"Computing d in designs with indpt groups",,,,,,,,,,,,,,,"Computing d in designs with paired groups",,,,,,,,,,,,,,,"Computing d in designs with indpt groups using ANCOVA",,,,,,,,,,,,,,,,,,,,,,,"Computing r w/ indpt grps",,,,,,,,,,"Extinction Rates",,,,,,"Chi Square",,,,,,,"Extinction Rate",,,,,"GLM",,,,,"Mean Species Duration/Longevity",,,,,"Additional Stats",,,,,
45,"McClure 1995 NSE",1,"EO","McClure, M. and A. J. Bohonak. 1995. Non-selectivity in extinction of bivalves in the Late Cretaceous of the Atlantic Coastal Plain of North America. Journal of Evolutionary Biology 8: 779-794.","McClure and Bohank",1995,"PR","Mollusca","Bivalve","bivalve","genera","Trophic Level","Feeding Mode","other","Maastrichtian","Maastrichtian","K/T","K/T","global",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"contigency table in which 50%/more of the cells contian less than five entires (author's note)",,49,2,0.52,,,0.91,,,,,,,,,,,,,,,,,,,,,
46,"McClure 1995 NSE",2,"EO","McClure, M. and A. J. Bohonak. 1995. Non-selectivity in extinction of bivalves in the Late Cretaceous of the Atlantic Coastal Plain of North America. Journal of Evolutionary Biology 8: 779-794.","McClure and Bohank",1995,"PR","Mollusca","Bivalve","bivalve","genera","Amount of Burrowing","Siphonate?","other","Maastrichtian","Maastrichtian","K/T","K/T","global",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"contigency table in which 50%/more of the cells contian less than five entires (author's note)",,21,1,0.51,,,1,,,,,,,,,,,,,,,,,,,,,
47,"McClure 1995 NSE",3,"EO","McClure, M. and A. J. Bohonak. 1995. Non-selectivity in extinction of bivalves in the Late Cretaceous of the Atlantic Coastal Plain of North America. Journal of Evolutionary Biology 8: 779-794.","McClure and Bohank",1995,"PR","Mollusca","Bivalve","bivalve","genera","Amount of Burrowing","Amt of burrowing","other","Maastrichtian","Maastrichtian","K/T","K/T","global",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"contigency table in which 50%/more of the cells contian less than five entires (author's note)",,48,3,0.48,,,0.88,,,,,,,,,,,,,,,,,,,,,
48,"McClure 1995 NSE",4,"EO","McClure, M. and A. J. Bohonak. 1995. Non-selectivity in extinction of bivalves in the Late Cretaceous of the Atlantic Coastal Plain of North America. Journal of Evolutionary Biology 8: 779-794.","McClure and Bohank",1995,"PR","Mollusca","Bivalve","bivalve","genera","Life Habit","Life Habit","other","Maastrichtian","Maastrichtian","K/T","K/T","global",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,2,0.45,,,0.92,,,,,,,,,,,,,,,,,,,,,
49,"McClure 1995 NSE",5,"EO","McClure, M. and A. J. Bohonak. 1995. Non-selectivity in extinction of bivalves in the Late Cretaceous of the Atlantic Coastal Plain of North America. Journal of Evolutionary Biology 8: 779-794.","McClure and Bohank",1995,"PR","Mollusca","Bivalve","bivalve","genera","Body Size","Size","other","Maastrichtian","Maastrichtian","K/T","K/T","global",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,2,0.78,,,0.93,,,,,,,,,,,,,,,,,,,,,
50,"McClure 1995 NSE",6,"EO","McClure, M. and A. J. Bohonak. 1995. Non-selectivity in extinction of bivalves in the Late Cretaceous of the Atlantic Coastal Plain of North America. Journal of Evolutionary Biology 8: 779-794.","McClure and Bohank",1995,"PR","Mollusca","Bivalve","bivalve","genera","Env Distribution","Depth","other","Maastrichtian","Maastrichtian","K/T","K/T","global",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"contigency table in which 50%/more of the cells contian less than five entires (author's note)",,38,3,0.73,,,0.96,,,,,,,,,,,,,,,,,,,,,
51,"McClure 1995 NSE",7,"EO","McClure, M. and A. J. Bohonak. 1995. Non-selectivity in extinction of bivalves in the Late Cretaceous of the Atlantic Coastal Plain of North America. Journal of Evolutionary Biology 8: 779-794.","McClure and Bohank",1995,"PR","Mollusca","Bivalve","bivalve","genera","Temperature Range","Temperature Range","other","Maastrichtian","Maastrichtian","K/T","K/T","global",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"contigency table in which 50%/more of the cells contian less than five entires (author's note)",,28,2,0.3,,,1,,,,,,,,,,,,,,,,,,,,,
52,"McClure 1995 NSE",8,"EO","McClure, M. and A. J. Bohonak. 1995. Non-selectivity in extinction of bivalves in the Late Cretaceous of the Atlantic Coastal Plain of North America. Journal of Evolutionary Biology 8: 779-794.","McClure and Bohank",1995,"PR","Mollusca","Bivalve","bivalve","genera","Shell Thickness","Shell Thickness","other","Maastrichtian","Maastrichtian","K/T","K/T","global",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,1,0.25,,,0.59,,,,,,,,,,,,,,,,,,,,,
53,"McClure 1995 NSE",9,"EO","McClure, M. and A. J. Bohonak. 1995. Non-selectivity in extinction of bivalves in the Late Cretaceous of the Atlantic Coastal Plain of North America. Journal of Evolutionary Biology 8: 779-794.","McClure and Bohank",1995,"PR","Mollusca","Bivalve","bivalve","genera","Species Richness","Species Richness","other","Maastrichtian","Maastrichtian","K/T","K/T","global",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"contigency table in which 50%/more of the cells contian less than five entires (author's note)",,60,9,0.18,,,0.98,,,,,,,,,,,,,,,,,,,,,
54,"McClure 1995 NSE",10,"EO","McClure, M. and A. J. Bohonak. 1995. Non-selectivity in extinction of bivalves in the Late Cretaceous of the Atlantic Coastal Plain of North America. Journal of Evolutionary Biology 8: 779-794.","McClure and Bohank",1995,"PR","Mollusca","Bivalve","bivalve","genera","Abundance","Abundance","other","Maastrichtian","Maastrichtian","K/T","K/T","global",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,2,0.23,,,0.68,,,,,,,,,,,,,,,,,,,,,
55,"Clapham 2009 EGE",1,"EO","Clapham, Matthew E., Shuzhong Shen, and David J. Bottjer.  2009. The double mass extinction revisted: reassessing the severity, selectivity, and causes of the end-Guadalupian biotic crisis (Late Permian). Paleobiology 39: 32-50.","Clapham et al. 2009",2009,"PR","Mollusca","Bivalve","bivalve","genera","Life Habit","Epifaunal and Semi-Infaunal","Epifaunal","Kungurian","Kungurian","Early Permian","Kungurian","global","(primary lit) dx.doi.org/10.1666/08033.s1 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,0.02,,,,,,,,,,"Fig 6a,b graphclick",,,,,,,,,,,,,,,,,,,
56,"Clapham 2009 EGE",2,"EO","Clapham, Matthew E., Shuzhong Shen, and David J. Bottjer.  2009. The double mass extinction revisted: reassessing the severity, selectivity, and causes of the end-Guadalupian biotic crisis (Late Permian). Paleobiology 39: 32-50.","Clapham et al. 2009",2009,"PR","Mollusca","Bivalve","bivalve","genera","Life Habit","Epifaunal and Semi-Infaunal","Epifaunal","Roadian","Roadian","Middle Permian","Roadian","global","dx.doi.org/10.1666/08033.s1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,0.03,,,,,,,,,,"Fig 6a,b graphclick",,,,,,,,,,,,,,,,,,,
57,"Clapham 2009 EGE",3,"EO","Clapham, Matthew E., Shuzhong Shen, and David J. Bottjer.  2009. The double mass extinction revisted: reassessing the severity, selectivity, and causes of the end-Guadalupian biotic crisis (Late Permian). Paleobiology 39: 32-50.","Clapham et al. 2009",2009,"PR","Mollusca","Bivalve","bivalve","genera","Life Habit","Epifaunal and Semi-Infaunal","Epifaunal","Wordian","Wordian","Middle Permian","Wordian","global","dx.doi.org/10.1666/08033.s1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06,0.04,,,,,,,,,,"Fig 6a,b graphclick",,,,,,,,,,,,,,,,,,,
58,"Clapham 2009 EGE",4,"EO","Clapham, Matthew E., Shuzhong Shen, and David J. Bottjer.  2009. The double mass extinction revisted: reassessing the severity, selectivity, and causes of the end-Guadalupian biotic crisis (Late Permian). Paleobiology 39: 32-50.","Clapham et al. 2009",2009,"PR","Mollusca","Bivalve","bivalve","genera","Life Habit","Epifaunal and Semi-Infaunal","Epifaunal","Capitanian","Capitanian","Middle Permian","Capitanian","global","dx.doi.org/10.1666/08033.s1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06,0.07,,,,,,,,,,"Fig 6a,b graphclick",,,,,,,,,,,,,,,,,,,
59,"Clapham 2009 EGE",5,"EO","Clapham, Matthew E., Shuzhong Shen, and David J. Bottjer.  2009. The double mass extinction revisted: reassessing the severity, selectivity, and causes of the end-Guadalupian biotic crisis (Late Permian). Paleobiology 39: 32-50.","Clapham et al. 2009",2009,"PR","Mollusca","Bivalve","bivalve","genera","Life Habit","Epifaunal and Semi-Infaunal","Epifaunal","Wuchiapingian","Wuchiapingian","Late Permian","Wuchiapingian","global","dx.doi.org/10.1666/08033.s1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03,0.03,,,,,,,,,,"Fig 6a,b graphclick",,,,,,,,,,,,,,,,,,,
60,"Clapham 2009 EGE",6,"EO","Clapham, Matthew E., Shuzhong Shen, and David J. Bottjer.  2009. The double mass extinction revisted: reassessing the severity, selectivity, and causes of the end-Guadalupian biotic crisis (Late Permian). Paleobiology 39: 32-50.","Clapham et al. 2009",2009,"PR","Mollusca","Bivalve","bivalve","genera","Life Habit","Epifaunal and Semi-Infaunal","Epifuanl","Changhsingian","Changhsingian","P/TR","Changhsingian","global","dx.doi.org/10.1666/08033.s1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8,0.85,,,,,,,,,,"Fig 6a,b graphclick",,,,,,,,,,,,,,,,,,,
61,"Clapham 2009 EGE",1,"EO","Clapham, Matthew E., Shuzhong Shen, and David J. Bottjer.  2009. The double mass extinction revisted: reassessing the severity, selectivity, and causes of the end-Guadalupian biotic crisis (Late Permian). Paleobiology 39: 32-50.","Clapham et al. 2009",2009,"PR","Mollusca","Bivalve","bivalve","genera","Life Habit","Shallow and Deep Infaunal","Infaunal","Kungurian","Kungurian","Early Permian","Kungurian","global","dx.doi.org/10.1666/08033.s1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,0.02,,,,,,,,,,"Fig 6a,b graphclick",,,,,,,,,,,,,,,,,,,
62,"Clapham 2009 EGE",2,"EO","Clapham, Matthew E., Shuzhong Shen, and David J. Bottjer.  2009. The double mass extinction revisted: reassessing the severity, selectivity, and causes of the end-Guadalupian biotic crisis (Late Permian). Paleobiology 39: 32-50.","Clapham et al. 2009",2009,"PR","Mollusca","Bivalve","bivalve","genera","Life Habit","Shallow and Deep Infaunal","Infaunal","Roadian","Roadian","Middle Permian","Roadian","global","dx.doi.org/10.1666/08033.s1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03,0.03,,,,,,,,,,"Fig 6a,b graphclick",,,,,,,,,,,,,,,,,,,
63,"Clapham 2009 EGE",3,"EO","Clapham, Matthew E., Shuzhong Shen, and David J. Bottjer.  2009. The double mass extinction revisted: reassessing the severity, selectivity, and causes of the end-Guadalupian biotic crisis (Late Permian). Paleobiology 39: 32-50.","Clapham et al. 2009",2009,"PR","Mollusca","Bivalve","bivalve","genera","Life Habit","Shallow and Deep Infaunal","Infaunal","Wordian","Wordian","Middle Permian","Wordian","global","dx.doi.org/10.1666/08033.s1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,0.04,,,,,,,,,,"Fig 6a,b graphclick",,,,,,,,,,,,,,,,,,,
64,"Clapham 2009 EGE",4,"EO","Clapham, Matthew E., Shuzhong Shen, and David J. Bottjer.  2009. The double mass extinction revisted: reassessing the severity, selectivity, and causes of the end-Guadalupian biotic crisis (Late Permian). Paleobiology 39: 32-50.","Clapham et al. 2009",2009,"PR","Mollusca","Bivalve","bivalve","genera","Life Habit","Shallow and Deep Infaunal","Infaunal","Capitanian","Capitanian","Permian","Capitanian","global","dx.doi.org/10.1666/08033.s1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08,0.07,,,,,,,,,,"Fig 6a,b graphclick",,,,,,,,,,,,,,,,,,,
65,"Clapham 2009 EGE",5,"EO","Clapham, Matthew E., Shuzhong Shen, and David J. Bottjer.  2009. The double mass extinction revisted: reassessing the severity, selectivity, and causes of the end-Guadalupian biotic crisis (Late Permian). Paleobiology 39: 32-50.","Clapham et al. 2009",2009,"PR","Mollusca","Bivalve","bivalve","genera","Life Habit","Shallow and Deep Infaunal","Infaunal","Wuchiapingian","Wuchiapingian",,"Wuchiapingian","global","dx.doi.org/10.1666/08033.s1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,0.03,,,,,,,,,,"Fig 6a,b graphclick",,,,,,,,,,,,,,,,,,,
66,"Clapham 2009 EGE",6,"EO","Clapham, Matthew E., Shuzhong Shen, and David J. Bottjer.  2009. The double mass extinction revisted: reassessing the severity, selectivity, and causes of the end-Guadalupian biotic crisis (Late Permian). Paleobiology 39: 32-50.","Clapham et al. 2009",2009,"PR","Mollusca","Bivalve","bivalve","genera","Life Habit","Shallow and Deep Infaunal","Infaunal","Changhsingian","Changhsingian","P/TR","Changhsingian","global","dx.doi.org/10.1666/08033.s1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.94,0.85,,,,,,,,,,"Fig 6a,b graphclick",,,,,,,,,,,,,,,,,,,
67,"Knoll 2007 PEP",1,"EO","Knoll, Andrew H., Richard Bambach, Jonathan L. Payne, Sara Pruss, Woodward W. Fischer. 2007. Paleophysiology and end-Permian mass extinction. Earth and Planetary Letters 256: 295-313","Knoll et al. 2007",2007,"PR","Mollusca","Bivalve","bivalve","genera","Life Habit","Life Habit","Infaunal","Changhsingian","Changhsingian","P/TR","P/TR","global","Sepkoski's genus database (R. K. Bambach, A.H. Knoll, J.J. Sepkoski Jr. 2002. Anamatomical and ecological constraints on Phanerozioc animal diversity in the marine realm, Proc. Natl. Acad. Sci. U.S.A. 99:6854-6859)",,,,,4,12,26,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,"Knoll 2007 PEP",2,"EO","Knoll, Andrew H., Richard Bambach, Jonathan L. Payne, Sara Pruss, Woodward W. Fischer. 2007. Paleophysiology and end-Permian mass extinction. Earth and Planetary Letters 256: 295-313","Knoll et al. 2007",2007,"PR","Mollusca","Bivalve","bivalve","genera","Life Habit","Life Habit","Epifaunal ","Changhsingian","Changhsingian","P/TR","P/TR","global","Sepkoski's genus database (R. K. Bambach, A.H. Knoll, J.J. Sepkoski Jr. 2002. Anamatomical and ecological constraints on Phanerozioc animal diversity in the marine realm, Proc. Natl. Acad. Sci. U.S.A. 99:6854-6859)",,,,,22,20,26,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,"Rhodes 1991 MEE",1,"EO","Rhodes, Melissa Clark and Charles W. Thayer. 1991. Mass extinctions: ecological selectivity and primary production.  Geology v. 19: 877-880.","Rhodes and Thayer 1991",1991,"PR","Mollusca","Bivalve","bivalve","genera","Trophic Level","Trophic Suseptibility to Starvation ","Susceptible","Changhsingian","Changhsingian","P/TR","P/TR","global","424 strat rranges of biv gn from lit and unpubished sources",,,,,41,39,42,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,"Rhodes 1991 MEE",2,"EO","Rhodes, Melissa Clark and Charles W. Thayer. 1991. Mass extinctions: ecological selectivity and primary production.  Geology v. 19: 877-880.","Rhodes and Thayer 1991",1991,"PR","Mollusca","Bivalve","bivalve","genera","Trophic Level","Trophic Suseptibility to Starvation ","Resistant/Intermediate","Changhsingian","Changhsingian","P/TR","P/TR","global","424 strat rranges of biv gn from lit and unpubished sources",,,,,1,6,42,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,"Rhodes 1991 MEE",1,"EO","Rhodes, Melissa Clark and Charles W. Thayer. 1991. Mass extinctions: ecological selectivity and primary production.  Geology v. 19: 877-880.","Rhodes and Thayer 1991",1991,"PR","Mollusca","Bivalve","bivalve","genera","Trophic Level","Trophic Suseptibility to Starvation ","Susceptible","Maastrichtian","Maastrichtian","K/T","K/T","global","424 strat rranges of biv gn from lit and unpubished sources",,,,,160,80,181,108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,"Rhodes 1991 MEE",2,"EO","Rhodes, Melissa Clark and Charles W. Thayer. 1991. Mass extinctions: ecological selectivity and primary production.  Geology v. 19: 877-880.","Rhodes and Thayer 1991",1991,"PR","Mollusca","Bivalve","bivalve","genera","Trophic Level","Trophic Suseptibility to Starvation ","Resistant/Intermediate","Maastrichtian","Maastrichtian","K/T","K/T","global","424 strat rranges of biv gn from lit and unpubished sources",,,,,21,28,181,108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,"Rhodes 1991 MEE",1,"EO","Rhodes, Melissa Clark and Charles W. Thayer. 1991. Mass extinctions: ecological selectivity and primary production.  Geology v. 19: 877-880.","Rhodes and Thayer 1991",1991,"PR","Mollusca","Bivalve","bivalve","genera","other","Locomotor Suseptibility to Starvation ","Susceptible","Changhsingian","Changhsingian","P/TR","P/TR","global","424 strat rranges of biv gn from lit and unpubished sources",,,,,19,13,41,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,"Rhodes 1991 MEE",2,"EO","Rhodes, Melissa Clark and Charles W. Thayer. 1991. Mass extinctions: ecological selectivity and primary production.  Geology v. 19: 877-880.","Rhodes and Thayer 1991",1991,"PR","Mollusca","Bivalve","bivalve","genera","other","Locomotor Suseptibility to Starvation ","Resistant/Intermediate","Changhsingian","Changhsingian","P/TR","P/TR","global","424 strat rranges of biv gn from lit and unpubished sources",,,,,22,25,41,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,"Rhodes 1991 MEE",1,"EO","Rhodes, Melissa Clark and Charles W. Thayer. 1991. Mass extinctions: ecological selectivity and primary production.  Geology v. 19: 877-880.","Rhodes and Thayer 1991",1991,"PR","Mollusca","Bivalve","bivalve","genera","other","Locomotor Suseptibility to Starvation ","Susceptible","Maastrichtian","Maastrichtian","K/T","K/T","global","424 strat rranges of biv gn from lit and unpubished sources",,,,,70,34,109,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,"Rhodes 1991 MEE",2,"EO","Rhodes, Melissa Clark and Charles W. Thayer. 1991. Mass extinctions: ecological selectivity and primary production.  Geology v. 19: 877-880.","Rhodes and Thayer 1991",1991,"PR","Mollusca","Bivalve","bivalve","genera","other","Locomotor Suseptibility to Starvation ","Resistant/Intermediate","Maastrichtian","Maastrichtian","K/T","K/T","global","424 strat rranges of biv gn from lit and unpubished sources",,,,,39,46,109,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,"Anderson 2003 EPR",1,"EO","Anderson, Laurie C. and Peter D. Roopnarine. 2003. Evolution and phylogenetic relationships of Neogene corbulidae","Anderson and Roopnarine 2003",2003,"PR","Mollusca","Bivalve","corbulid","genera","Body Size","Body Size","Large","Piacenzian","Gelasian","Pliocene-Recent","Pliocene-Pliestocene","Caribbean/ Western Atlantic",,,,,,5,0,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"page 1096; paragraph 1 under Figure 7",,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,"Anderson 2003 EPR",2,"EO","Anderson, Laurie C. and Peter D. Roopnarine. 2003. Evolution and phylogenetic relationships of Neogene corbulidae","Anderson and Roopnarine 2003",2003,"PR","Mollusca","Bivalve","corbulid","genera","Body Size","Body Size","Small","Piacenzian","Gelasian","Pliocene-Recent","Pliocene-Pliestocene","Caribbean/ Western Atlantic",,,,,,0,4,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,"Bretsky 1973 EPP",1,"EO","Bretsky, Peter W. 1973. Evolutionary patterns in the Paleozoic Bivalvia: Documentation and Some Theoretical Considerations. The Geological Society of America Bulletin 84: 2079-2096.","Bretsky 1973",1973,"PR","Mollusca","Bivalve","bivalve","genera","Geographic Range","Cosmospolitan","Narrow","Oxfordian","Tithonian","Late Jurassic","Late Jurassic","global","Treatise on Ivertebrate Paleontology 1969 vol. 1 & 2",,,,,14,75,57,146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,"Bretsky 1973 EPP",2,"EO","Bretsky, Peter W. 1973. Evolutionary patterns in the Paleozoic Bivalvia: Documentation and Some Theoretical Considerations. The Geological Society of America Bulletin 84: 2079-2096.","Bretsky 1973",1973,"PR","Mollusca","Bivalve","bivalve","genera","Geographic Range","Wide-Ranging","Intermediate","Oxfordian","Tithonian","Late Jurassic","Late Jurassic","global","Treatise on Ivertebrate Paleontology 1969 vol. 1 & 2",,,,,13,28,57,146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,"Bretsky 1973 EPP",3,"EO","Bretsky, Peter W. 1973. Evolutionary patterns in the Paleozoic Bivalvia: Documentation and Some Theoretical Considerations. The Geological Society of America Bulletin 84: 2079-2096.","Bretsky 1973",1973,"PR","Mollusca","Bivalve","bivalve","genera","Geographic Range","Endemic","Broad","Oxfordian","Tithonian","Late Jurassic","Late Jurassic","global","Treatise on Ivertebrate Paleontology 1969 vol. 1 & 2",,,,,30,44,57,146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
